InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537844,37370,RETRO COFFEE MUGS ASSORTED,6,12/8/2010 15:17,1.25,17999.0,United Kingdom
537844,22847,BREAD BIN DINER STYLE IVORY,1,12/8/2010 15:17,16.95,17999.0,United Kingdom
537844,21875,KINGS CHOICE MUG,1,12/8/2010 15:17,1.25,17999.0,United Kingdom
537844,20966,SANDWICH BATH SPONGE,10,12/8/2010 15:17,1.25,17999.0,United Kingdom
537844,21586,KINGS CHOICE GIANT TUBE MATCHES,1,12/8/2010 15:17,2.55,17999.0,United Kingdom
537844,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,12/8/2010 15:17,1.49,17999.0,United Kingdom
537844,72799F,IVORY PILLAR CANDLE GOLD FLOCK,2,12/8/2010 15:17,2.95,17999.0,United Kingdom
537844,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1,12/8/2010 15:17,12.75,17999.0,United Kingdom
537844,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,1,12/8/2010 15:17,3.75,17999.0,United Kingdom
537844,21034,REX CASH+CARRY JUMBO SHOPPER,3,12/8/2010 15:17,0.95,17999.0,United Kingdom
538037,20974,12 PENCILS SMALL TUBE SKULL,24,12/9/2010 13:05,0.65,17430.0,United Kingdom
538037,22969,HOMEMADE JAM SCENTED CANDLES,12,12/9/2010 13:05,1.45,17430.0,United Kingdom
538037,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,12/9/2010 13:05,2.1,17430.0,United Kingdom
538037,22502,PICNIC BASKET WICKER SMALL,4,12/9/2010 13:05,5.95,17430.0,United Kingdom
538037,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,12,12/9/2010 13:05,3.25,17430.0,United Kingdom
538070,22300,COFFEE MUG DOG + BALL DESIGN,6,12/9/2010 14:08,2.55,16519.0,United Kingdom
538070,10133,COLOURING PENCILS BROWN TUBE,10,12/9/2010 14:08,0.85,16519.0,United Kingdom
538070,22626,BLACK KITCHEN SCALES,2,12/9/2010 14:08,8.5,16519.0,United Kingdom
538070,21735,TWO DOOR CURIO CABINET,4,12/9/2010 14:08,12.75,16519.0,United Kingdom
538070,22925,BLUE GIANT GARDEN THERMOMETER,2,12/9/2010 14:08,5.95,16519.0,United Kingdom
538073,16016,LARGE CHINESE STYLE SCISSOR,2,12/9/2010 14:10,0.85,17816.0,United Kingdom
538073,16015,MEDIUM CHINESE STYLE SCISSOR,1,12/9/2010 14:10,0.5,17816.0,United Kingdom
538073,16014,SMALL CHINESE STYLE SCISSOR,1,12/9/2010 14:10,0.42,17816.0,United Kingdom
538073,16008,SMALL FOLDING SCISSOR(POINTED EDGE),2,12/9/2010 14:10,0.25,17816.0,United Kingdom
538073,21544,SKULLS  WATER TRANSFER TATTOOS ,4,12/9/2010 14:10,0.85,17816.0,United Kingdom
538073,22439,6 ROCKET BALLOONS ,1,12/9/2010 14:10,0.65,17816.0,United Kingdom
538073,11001,ASSTD DESIGN RACING CAR PEN,1,12/9/2010 14:10,1.69,17816.0,United Kingdom
538073,21311,SET/4 BIRD MIRROR MAGNETS ,1,12/9/2010 14:10,2.1,17816.0,United Kingdom
538073,47504K,ENGLISH ROSE GARDEN SECATEURS,1,12/9/2010 14:10,1.95,17816.0,United Kingdom
538073,22553,PLASTERS IN TIN SKULLS,2,12/9/2010 14:10,1.65,17816.0,United Kingdom
538087,21479,WHITE SKULL HOT WATER BOTTLE ,4,12/9/2010 14:44,3.75,17339.0,United Kingdom
538087,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,12/9/2010 14:44,3.75,17339.0,United Kingdom
538087,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,12/9/2010 14:44,3.75,17339.0,United Kingdom
538087,22113,GREY HEART HOT WATER BOTTLE,4,12/9/2010 14:44,3.75,17339.0,United Kingdom
540518,84050,PINK HEART SHAPE EGG FRYING PAN,6,1/9/2011 12:03,1.65,14761.0,United Kingdom
540518,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,1/9/2011 12:03,2.95,14761.0,United Kingdom
540518,21355,TOAST ITS - I LOVE YOU ,12,1/9/2011 12:03,1.25,14761.0,United Kingdom
540518,85206A,CREAM FELT EASTER EGG BASKET,12,1/9/2011 12:03,1.65,14761.0,United Kingdom
540518,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,1/9/2011 12:03,0.85,14761.0,United Kingdom
540518,22270,HAPPY EASTER HANGING DECORATION,4,1/9/2011 12:03,3.75,14761.0,United Kingdom
540518,22021,BLUE FELT EASTER EGG BASKET,6,1/9/2011 12:03,1.65,14761.0,United Kingdom
540537,22960,JAM MAKING SET WITH JARS,2,1/9/2011 14:28,4.25,13565.0,United Kingdom
540537,20772,GARDEN PATH JOURNAL,1,1/9/2011 14:28,2.55,13565.0,United Kingdom
540537,21900,"KEY FOB , SHED",3,1/9/2011 14:28,0.65,13565.0,United Kingdom
540537,21868,POTTING SHED TEA MUG,3,1/9/2011 14:28,1.25,13565.0,United Kingdom
540537,79066K,RETRO MOD TRAY,1,1/9/2011 14:28,0.85,13565.0,United Kingdom
540537,20778,GARDEN PATH NOTEBOOK ,3,1/9/2011 14:28,1.65,13565.0,United Kingdom
540537,21644,ASSORTED TUTTI FRUTTI HEART BOX,24,1/9/2011 14:28,1.25,13565.0,United Kingdom
540537,22695,WICKER WREATH SMALL,4,1/9/2011 14:28,1.45,13565.0,United Kingdom
540537,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,1/9/2011 14:28,0.85,13565.0,United Kingdom
540537,22696,WICKER WREATH LARGE,5,1/9/2011 14:28,1.95,13565.0,United Kingdom
540537,21136,PAINTED METAL PEARS ASSORTED,12,1/9/2011 14:28,1.69,13565.0,United Kingdom
540537,22219,LOVEBIRD HANGING DECORATION WHITE ,2,1/9/2011 14:28,0.85,13565.0,United Kingdom
540537,84836,ZINC METAL HEART DECORATION,12,1/9/2011 14:28,1.25,13565.0,United Kingdom
541606,84879,ASSORTED COLOUR BIRD ORNAMENT,24,1/20/2011 9:25,1.69,14784.0,United Kingdom
541606,84801A,PINK HYDRANGEA ART FLOWER,12,1/20/2011 9:25,2.1,14784.0,United Kingdom
541606,84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,12,1/20/2011 9:25,2.95,14784.0,United Kingdom
541606,21136,PAINTED METAL PEARS ASSORTED,8,1/20/2011 9:25,1.69,14784.0,United Kingdom
541678,20770,ABSTRACT CIRCLE JOURNAL ,1,1/20/2011 14:13,2.55,17771.0,United Kingdom
541678,22082,RIBBON REEL STRIPES DESIGN ,5,1/20/2011 14:13,1.65,17771.0,United Kingdom
541678,20756,GREEN FERN POCKET BOOK,3,1/20/2011 14:13,0.85,17771.0,United Kingdom
541678,20759,CHRYSANTHEMUM POCKET BOOK ,3,1/20/2011 14:13,0.85,17771.0,United Kingdom
541678,20758,ABSTRACT CIRCLES POCKET BOOK,3,1/20/2011 14:13,0.85,17771.0,United Kingdom
541678,22905,CALENDAR IN SEASON DESIGN,1,1/20/2011 14:13,2.95,17771.0,United Kingdom
541678,22904,CALENDAR PAPER CUT DESIGN,2,1/20/2011 14:13,2.95,17771.0,United Kingdom
541678,22631,CIRCUS PARADE LUNCH BOX ,1,1/20/2011 14:13,1.95,17771.0,United Kingdom
541678,22726,ALARM CLOCK BAKELIKE GREEN,1,1/20/2011 14:13,3.75,17771.0,United Kingdom
541678,22078,RIBBON REEL LACE DESIGN ,5,1/20/2011 14:13,2.1,17771.0,United Kingdom
541678,85187,S/12 MINI RABBIT EASTER,1,1/20/2011 14:13,1.65,17771.0,United Kingdom
541678,21383,PACK OF 12 STICKY BUNNIES,1,1/20/2011 14:13,0.65,17771.0,United Kingdom
541678,21578,WOODLAND DESIGN  COTTON TOTE BAG,1,1/20/2011 14:13,2.25,17771.0,United Kingdom
541678,21577,SAVE THE PLANET COTTON TOTE BAG,2,1/20/2011 14:13,2.25,17771.0,United Kingdom
541678,23233,WRAP POPPIES  DESIGN,25,1/20/2011 14:13,0.42,17771.0,United Kingdom
541678,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,1/20/2011 14:13,0.42,17771.0,United Kingdom
541678,21497,FANCY FONTS BIRTHDAY WRAP,25,1/20/2011 14:13,0.42,17771.0,United Kingdom
541678,48129,DOORMAT TOPIARY,1,1/20/2011 14:13,7.95,17771.0,United Kingdom
541678,48184,DOORMAT ENGLISH ROSE ,1,1/20/2011 14:13,7.95,17771.0,United Kingdom
541678,48111,DOORMAT 3 SMILEY CATS,1,1/20/2011 14:13,7.95,17771.0,United Kingdom
541678,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,1/20/2011 14:13,4.95,17771.0,United Kingdom
541678,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,1/20/2011 14:13,2.95,17771.0,United Kingdom
542239,21166,COOK WITH WINE METAL SIGN ,3,1/26/2011 14:35,1.95,17786.0,United Kingdom
542239,21181,PLEASE ONE PERSON METAL SIGN,2,1/26/2011 14:35,2.1,17786.0,United Kingdom
542239,85150,LADIES & GENTLEMEN METAL SIGN,1,1/26/2011 14:35,2.55,17786.0,United Kingdom
542239,85152,HAND OVER THE CHOCOLATE   SIGN ,3,1/26/2011 14:35,2.1,17786.0,United Kingdom
542239,21908,CHOCOLATE THIS WAY METAL SIGN,1,1/26/2011 14:35,2.1,17786.0,United Kingdom
542239,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,1/26/2011 14:35,2.95,17786.0,United Kingdom
542239,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,1/26/2011 14:35,2.95,17786.0,United Kingdom
542239,22189,CREAM HEART CARD HOLDER,1,1/26/2011 14:35,3.95,17786.0,United Kingdom
542239,22349,DOG BOWL CHASING BALL DESIGN,1,1/26/2011 14:35,3.75,17786.0,United Kingdom
542239,22627,MINT KITCHEN SCALES,1,1/26/2011 14:35,8.5,17786.0,United Kingdom
542239,22464,HANGING METAL HEART LANTERN,1,1/26/2011 14:35,1.65,17786.0,United Kingdom
542239,22625,RED KITCHEN SCALES,1,1/26/2011 14:35,8.5,17786.0,United Kingdom
542239,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1,1/26/2011 14:35,0.42,17786.0,United Kingdom
542239,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,1/26/2011 14:35,0.85,17786.0,United Kingdom
542239,21407,BROWN CHECK CAT DOORSTOP ,1,1/26/2011 14:35,4.25,17786.0,United Kingdom
542239,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1,1/26/2011 14:35,1.65,17786.0,United Kingdom
542239,21114,LAVENDER SCENTED FABRIC HEART,10,1/26/2011 14:35,1.25,17786.0,United Kingdom
542239,21166,COOK WITH WINE METAL SIGN ,1,1/26/2011 14:35,1.95,17786.0,United Kingdom
542239,21174,POTTERING IN THE SHED METAL SIGN,1,1/26/2011 14:35,1.95,17786.0,United Kingdom
542239,22430,ENAMEL WATERING CAN CREAM,1,1/26/2011 14:35,4.95,17786.0,United Kingdom
542239,20685,DOORMAT RED RETROSPOT,1,1/26/2011 14:35,7.95,17786.0,United Kingdom
542239,22469,HEART OF WICKER SMALL,2,1/26/2011 14:35,1.65,17786.0,United Kingdom
542239,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,1/26/2011 14:35,0.29,17786.0,United Kingdom
542239,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,1/26/2011 14:35,2.95,17786.0,United Kingdom
542239,21034,REX CASH+CARRY JUMBO SHOPPER,1,1/26/2011 14:35,0.95,17786.0,United Kingdom
542899,22621,TRADITIONAL KNITTING NANCY,4,2/1/2011 14:12,1.45,17376.0,United Kingdom
542899,22449,SILK PURSE BABUSHKA PINK,1,2/1/2011 14:12,3.35,17376.0,United Kingdom
542899,22450,SILK PURSE BABUSHKA BLUE,1,2/1/2011 14:12,3.35,17376.0,United Kingdom
542899,22451,SILK PURSE BABUSHKA RED,1,2/1/2011 14:12,3.35,17376.0,United Kingdom
542899,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,2/1/2011 14:12,2.95,17376.0,United Kingdom
542899,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2/1/2011 14:12,3.75,17376.0,United Kingdom
542899,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2,2/1/2011 14:12,3.75,17376.0,United Kingdom
542899,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2/1/2011 14:12,3.75,17376.0,United Kingdom
542899,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2/1/2011 14:12,3.75,17376.0,United Kingdom
542899,22659,LUNCH BOX I LOVE LONDON,12,2/1/2011 14:12,1.95,17376.0,United Kingdom
542899,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2/1/2011 14:12,9.95,17376.0,United Kingdom
542899,22617,BAKING SET SPACEBOY DESIGN,1,2/1/2011 14:12,4.95,17376.0,United Kingdom
542899,22138,BAKING SET 9 PIECE RETROSPOT ,2,2/1/2011 14:12,4.95,17376.0,United Kingdom
543031,21677,HEARTS  STICKERS,12,2/2/2011 15:26,0.85,14798.0,United Kingdom
543031,21114,LAVENDER SCENTED FABRIC HEART,10,2/2/2011 15:26,1.25,14798.0,United Kingdom
543031,22196,SMALL HEART MEASURING SPOONS,12,2/2/2011 15:26,0.85,14798.0,United Kingdom
543031,22151,PLACE SETTING WHITE HEART,24,2/2/2011 15:26,0.42,14798.0,United Kingdom
543031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/2/2011 15:26,2.95,14798.0,United Kingdom
543031,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2/2/2011 15:26,1.25,14798.0,United Kingdom
543641,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2/10/2011 17:19,2.95,14555.0,United Kingdom
543641,21833,CAMOUFLAGE LED TORCH,36,2/10/2011 17:19,1.69,14555.0,United Kingdom
543641,21644,ASSORTED TUTTI FRUTTI HEART BOX,12,2/10/2011 17:19,1.25,14555.0,United Kingdom
543641,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2/10/2011 17:19,1.45,14555.0,United Kingdom
543641,22374,AIRLINE BAG VINTAGE JET SET RED,3,2/10/2011 17:19,4.25,14555.0,United Kingdom
543641,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,3,2/10/2011 17:19,4.25,14555.0,United Kingdom
543641,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2/10/2011 17:19,4.25,14555.0,United Kingdom
543641,44265,M/COLOUR POM-POM CURTAIN,2,2/10/2011 17:19,4.25,14555.0,United Kingdom
543641,75131,METAL TUBE CHIME ON BAMBOO,5,2/10/2011 17:19,1.69,14555.0,United Kingdom
543641,22513,DOORSTOP FOOTBALL DESIGN,1,2/10/2011 17:19,3.75,14555.0,United Kingdom
543641,21708,FOLDING UMBRELLA CREAM POLKADOT,3,2/10/2011 17:19,4.95,14555.0,United Kingdom
543641,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2/10/2011 17:19,1.45,14555.0,United Kingdom
543641,22066,LOVE HEART TRINKET POT,4,2/10/2011 17:19,1.45,14555.0,United Kingdom
543641,40003,WHITE BAMBOO RIBS LAMPSHADE,6,2/10/2011 17:19,1.25,14555.0,United Kingdom
543815,22443,GROW YOUR OWN HERBS SET OF 3,1,2/13/2011 15:18,7.95,17255.0,United Kingdom
543815,21896,POTTING SHED TWINE,2,2/13/2011 15:18,2.1,17255.0,United Kingdom
543815,21894,POTTING SHED SEED ENVELOPES,4,2/13/2011 15:18,1.25,17255.0,United Kingdom
543815,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,1,2/13/2011 15:18,4.95,17255.0,United Kingdom
543815,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,2/13/2011 15:18,1.65,17255.0,United Kingdom
543815,22185,SLATE TILE NATURAL HANGING,3,2/13/2011 15:18,1.65,17255.0,United Kingdom
543815,21900,"KEY FOB , SHED",3,2/13/2011 15:18,0.65,17255.0,United Kingdom
543815,82600,NO SINGING METAL SIGN,1,2/13/2011 15:18,2.1,17255.0,United Kingdom
543815,82583,HOT BATHS METAL SIGN,1,2/13/2011 15:18,2.1,17255.0,United Kingdom
543815,21181,PLEASE ONE PERSON METAL SIGN,1,2/13/2011 15:18,2.1,17255.0,United Kingdom
543815,82551,LAUNDRY 15C METAL SIGN,2,2/13/2011 15:18,1.45,17255.0,United Kingdom
543815,82580,BATHROOM METAL SIGN,2,2/13/2011 15:18,0.55,17255.0,United Kingdom
543815,82578,KITCHEN METAL SIGN,2,2/13/2011 15:18,0.55,17255.0,United Kingdom
543815,82581,TOILET METAL SIGN,2,2/13/2011 15:18,0.55,17255.0,United Kingdom
543815,21894,POTTING SHED SEED ENVELOPES,2,2/13/2011 15:18,1.25,17255.0,United Kingdom
543815,22916,HERB MARKER THYME,2,2/13/2011 15:18,0.65,17255.0,United Kingdom
543815,21124,SET/10 BLUE POLKADOT PARTY CANDLES,2,2/13/2011 15:18,1.25,17255.0,United Kingdom
543815,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,2/13/2011 15:18,1.25,17255.0,United Kingdom
543815,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,2/13/2011 15:18,1.25,17255.0,United Kingdom
543815,22938,CUPCAKE LACE PAPER SET 6,1,2/13/2011 15:18,1.95,17255.0,United Kingdom
